카테고리,병원 이름,위치,이벤트 제목,가격
피부,라라플랜의원,서울 잠실새내역,"라라플랜 스킨부스터 파티_리쥬란,리바이브,쥬베룩 스킨,엑소좀","97,900원"
피부,디오디피부과의원-청담본점,서울 압구정로데오역,결정 걱정 없이 팔자주름 지우기 쥬베룩,"770,000원"
피부,동탄아이디의원,경기,동탄 아이디 듀얼토닝,"165,000원"
피부,리엘르의원-인천점,인천 예술회관역,풀페이스 콜라겐부스터 스컬트라,"484,000원"
피부,스케줄의원,서울 압구정로데오역,스케줄 포텐자와 스킨부스터 효과,"220,000원"
피부,프라임의원,서울 장승배기역,여드름 개선치료 골드ptt,"165,000원"
피부,브라이트피부과의원,서울 영등포구청역,"피부속세계, 리쥬란으로 채우다","396,000원"
피부,일미리성형외과의원,서울 강남역,1mm써마지 300샷,"1,540,000원"
피부,제너리스의원-연신내점,서울 연신내역,라라필,"53,900원"
피부,샤이니의원,서울 왕십리역,얼굴 환하게 고급 골드토닝,"55,000원"
피부,리즈온의원-부산센텀점,부산 센텀시티역,"부산 리쥬란힐러, 피부의 힐링이 되다","308,000원"
피부,라라플랜의원,서울 잠실새내역,"대학의료원 비만클리닉 책임담당 의료진, 라라플랜 ABC 다이어트","440,000원"
피부,일미리성형외과의원,서울 강남역,1mm 쥬베룩 1cc,"99,000원"
피부,누가참의원,경기 신중동역,백옥주사 태반주사,"19,000원"
피부,타토아의원-위례점,경기 복정역,위례 타토아 꼼꼼600샷 포텐자,"275,000원"
피부,디캐럿의원,서울 압구정로데오역,디캐럿 팽팽주사,"1,000,000원"
피부,타토아의원-위례점,경기 복정역,위례 타토아 모공&흉터 피코K프락셀,"55,000원"
피부,드림페이스의원,서울 홍대입구역,홍대 필메드 NCTF 135 스킨부스터,"150,000원"
피부,닥터송포유의원,서울 언주역,수술 후 붓기관리_초음파&쁘띠룩스,"120,000원"
피부,오가나셀피부과의원-마곡점,서울 마곡나루역,"피부과 전문의-잡티, 기미, 주근깨, 색소치료엔 피코토닝","119,000원"
피부,더프라이드성형외과의원,서울 압구정역,"더프라이드 문신제거_타투제거, 문신제거,반영구제거","88,000원"
피부,동탄엔케이의원,경기,"얼굴전체 점, 편평사마귀, 비립종 CO2 제거","306,500원"
피부,라인의정석의원,서울 논현역,라인의정석 쁘띠대잔치,"66,000원"
피부,청담카민의원,서울 청담역,청담카민 통증적은 리쥬란HB,"165,000원"
피부,휴먼피부과의원-평택점,경기 평택역,"피부 모공, 탄력개선 포텐자","440,000원"
피부,강남스마일의원,서울 한티역,스마일 풀페이스 점제거,"150,000원"
피부,닥터디자이너의원-대구점,대구 반월당역,대구 쥬베룩 맛집,"319,000원"
피부,세이렌의원,서울 서울대입구역,세이렌 수면 리쥬란 HB PLUS,"495,000원"
피부,드림페이스의원,서울 홍대입구역,탱글탱글 눈가 아이리쥬란,"120,000원"
피부,드림페이스의원,서울 홍대입구역,물광주사 물광톡신 손주사,"77,000원"
피부,바로그의원-연신내점,서울 연신내역,바로그 촉촉 매끈 물광필링 쎄라필 1.2제&모델링팩,"59,800원"
피부,디오디피부과의원-청담본점,서울 압구정로데오역,"팔자주름, 인디언주름에 추천하는 스컬트라 & 고주파관리 & 수액테라피","495,000원"
피부,아비쥬의원-인천구월점,인천 인천터미널역,아비쥬첫방문 - 리쥬란힐러2cc & 재생레이저,"193,600원"
피부,더프라이드성형외과의원,서울 압구정역,"더프라이드 피코슈어토닝_잡티, 주근깨, 색소 레이저토닝","64,900원"
피부,성수멜팅의원,서울 성수역,민낯 백옥 트리플 광채토닝,"92,400원"
피부,페이스필터의원-수원점,경기 성균관대역,"흑자, 검버섯은 리팟레이저","330,000원"
피부,오엘의원,서울 신논현역,"맞춤수액, 높은 효과","40,000원"
피부,맑은선의원,서울 선릉역,물광주사 2cc,"99,000원"
피부,성수멜팅의원,서울 성수역,여드름 개선 급속진정 레이저 패키지,"269,500원"
피부,신아웰니스의원,대전 정부청사역,텐써마 리프팅 150샷,"250,000원"
피부,밀리의원-도산점,서울 압구정로데오역,"튠페이스, 도산 밀리클리닉에서","1,100,000원"
피부,브라이트피부과의원,서울 영등포구청역,"자연스럽게 차오르는 볼륨, 콜라겐 부스터 특가이벤트","990,000원"
피부,메이드유의원-강남점,서울 강남역,메쉬다 다이어트 패키지,"495,000원"
피부,에스에이치리즈성형외과,경기 정왕역,피부 진정&재생관리 이벤트,"15,000원"
피부,나인피부과-강남점,서울 신논현역,NEW런칭 스킨바이브,"212,000원"
피부,고운세상피부과의원-목동점,서울 목동역,쥬베룩 6cc,"660,000원"
피부,디에이도산의원,서울 압구정로데오역,팔자주름 개선책 르네스마일,"869,000원"
피부,동탄아이디의원,경기,동탄 아이디 여드름 흉터 패키지,"770,000원"
피부,연세코스모의원,경기 광명사거리역,잡티제거 10주 프로그램,"1,320,000원"
피부,닥터스피부과의원-대구점,대구 범어역,대구 써마지FLX 600샷_ 피부과 전문의,"1,969,000원"
피부,오체안피부과의원-강남점,서울 수서역,통증 줄인 리쥬란HB 1cc,"165,000원"
피부,더리젠성형외과의원,서울 압구정역,더리젠 지방 추출 중간엽 줄기세포 미용주사,"3,366,000원"
피부,피어봄의원-부평점,인천 부평역,탄력 볼륨 울트라콜,"86,900원"
피부,봄빛의원,서울 이촌역,평일특가_리쥬란2cc,"270,000원"
피부,베르미의원,서울 청담역,매끈 쫀쫀한 피부 리쥬베룩 리쥬란&쥬베룩,"363,000원"
피부,단아한미인의원,경기 성복역,흑자검버섯 개선 리팟레이저,"275,000원"
피부,유이성형외과의원,서울 신사역,유이 스킨바이브 1CC,"275,000원"
피부,노블클래식의원-분당점,경기 야탑역,"쥬베룩 노블 손주사 - 분당 쥬베룩 볼륨, 쥬베룩 스킨 시그니처 콜라겐 촉진부스터","363,000원"
피부,성수멜팅의원,서울 성수역,속촉광 프라쥬에,"55,000원"
피부,레스트의원,서울 청담역,"엠보로 확인하는 진짜 리쥬란힐러 스킨부스터_오리지널, HB plus","539,000원"
피부,샤이니의원,서울 왕십리역,쭈글쭈글한 입술 옹졸한 입술 모여라,"99,000원"
피부,나인피부과-연신내점,서울 연신내역,"보습력,유지력 2배,  듀얼액션스킨부스터 벨로테로리바이브","429,000원"
피부,맑은선의원,서울 선릉역,리쥬란 힐러 2CC,"180,000원"
피부,닥터디자이너의원-대구점,대구 반월당역,대구 속건조엔 리쥬란힐러,"275,000원"
피부,디오디피부과의원-청담본점,서울 압구정로데오역,여름철 뜨거운 태양 지친 피부엔 리쥬란힐러,"440,000원"
피부,닥터스피부과의원-대구점,대구 범어역,스컬트라_닥터스피부과 대구,"649,000원"
피부,아비쥬의원-잠실점,서울 잠실새내역,아비쥬첫방문 - 쥬베룩 1cc,"53,900원"
피부,닥터스피부과의원-대구점,대구 범어역,"대구 리쥬란HB, 리쥬란힐러_ 피부과 전문의","275,000원"
피부,성수멜팅의원,서울 성수역,레스노베 크리스탈,"110,000원"
피부,헤이븐의원,대구 중앙로역,리얼콜라겐 엘라비에리투오 헤이븐이벤트,"550,000원"
피부,보셀르의원,서울 압구정로데오역,청담 보셀르 릴리PN부스터&릴리물광주사,"165,000원"
피부,더이뻐의원,서울 신사역,EYEPPO 아이뻐 패키지,"297,000원"
피부,휴먼피부과의원-광명철산점,경기 철산역,모공 흉터 쥬베룩 스킨부스터,"363,000원"
피부,맑은선의원,서울 선릉역,쥬베룩 스킨 2CC,"185,900원"
피부,라디앙의원,경기 구리역,콜라겐으로 볼륨을 채우다 쥬베룩,"209,000원"
피부,비긴성형외과의원,서울 신사역,비긴 글로우 솔루션,"56,000원"
피부,데일리즈의원,경기 정발산역,데일리즈 쥬베룩 스킨,"72,600원"
피부,닥터오의원,서울 문래역,릴리이드M 급속물광충전,"88,000원"
피부,아비쥬의원-명동점,서울 을지로입구역,아비쥬첫방문 - 리쥬란힐러2cc & 재생레이저,"193,600원"
피부,타토아의원-위례점,경기 복정역,위례 타토아 콜라겐 볼륨 스컬트라,"352,000원"
피부,소예피부과의원,경기 금천구청역,스킨부스터 물광주사,"150,000원"
피부,유리에성형외과의원,서울 홍대입구역,언제나 유리해 리쥬란힐러,"190,000원"
피부,동탄아이디의원,경기,동탄 아이디 포텐자 쥬베룩,"605,000원"
피부,페이스필터의원-수원점,경기 성균관대역,물광피부 리쥬란힐러,"200,000원"
피부,메이린의원-대구점,대구 반월당역,"대구리팟레이저 검버섯, 흑자제거","330,000원"
피부,서울뷰의원-시흥배곧점,경기 오이도역,정직한 진료 서울뷰 쥬베룩 4cc,"319,000원"
피부,드림페이스의원,서울 홍대입구역,콜라겐 충전 쥬베룩 스킨부스터,"220,000원"
피부,루미에버의원,경기 산성역,흑자치료 리팟레이저,"330,000원"
피부,연세코스모의원,경기 광명사거리역,연세코스모 건조피부관리,"77,000원"
피부,라디앙의원,경기 구리역,여드름 개선 골드PTT,"254,100원"
피부,닥터오의원,서울 문래역,프리미엄 아쿠아필 듀오하이드로젠,"55,000원"
피부,고운세상피부과의원-목동점,서울 목동역,여드름 관리 스킨 스케일링,"132,000원"
피부,휴먼피부과의원-평택점,경기 평택역,휴먼 평택 쥬베룩,"450,000원"
피부,광주엘츠의원,광주 상무역,광주_라라필 3회 EVENT,"97,900원"
피부,휴먼피부과의원-평택점,경기 평택역,피부재생 리쥬란힐러,"290,000원"
피부,타토아의원-위례점,경기 복정역,위례 타토아 4세대 고급필 라라필,"77,000원"
피부,동탄아이디의원,경기,동탄 아이디 리쥬란힐러,"220,000원"
피부,도곡유스앤영의원,서울 도곡역,수면리쥬란,"319,000원"
피부,모두모의원,서울 신사역,탈모치료 주사 - 모두모 서울,"75,900원"
피부,타토아의원-위례점,경기 복정역,위례 타토아 콜라겐주사 쥬베룩,"275,000원"
피부,라디앙의원,경기 구리역,스킨부스터  리쥬란 힐러,"286,000원"
피부,신아웰니스의원,대전 정부청사역,텐쎄라 600샷,"500,000원"
피부,엔젤미의원,서울 압구정역,"고순도 콜라겐주사, 콜라쥬","605,000원"
피부,더차오름의원,대구 죽전역,마제스티,"262,900원"
피부,셀레스티얼의원,서울 삼성역,"포텐자,모공&흉터","275,000원"
피부,더프라이드성형외과의원,서울 압구정역,더프라이드 4세대 셀엑소좀,"275,000원"
피부,휴먼피부과의원-광명철산점,경기 철산역,안아픈 리쥬란 스킨부스터,"319,000원"
피부,나인피부과-연신내점,서울 연신내역,우윳빛처럼 하얗고 깨끗하게_밀크필,"108,900원"
피부,넬의원,부산,스킨부스터  리쥬란 힐러,"363,000원"
피부,동탄아이디의원,경기,동탄아이디의원 쥬베룩볼륨,"264,000원"
피부,더프라이드성형외과의원,서울 압구정역,"더프라이드 리쥬란힐러 2cc_스킨부스터, 콜라겐, 피부재생, 수분보습","220,000원"
피부,고운의원,경기 춘의역,요즘 핫한 리쥬란 아이,"132,000원"
피부,발란체한의원,경기,"위례 한의원 피부관리,주름개선,여드름,흉터치료 발란체한의원","198,000원"
피부,동탄아이디의원,경기,동탄 아이디 여성 인중제모 5회,"55,000원"
피부,고운세상피부과의원-목동점,서울 목동역,여드름 치료_플라듀오 레이저,"330,000원"
피부,루미에버의원,경기 산성역,쥬베룩볼륨 대표원장 1대1 맞춤디자인,"605,000원"
피부,봄빛의원,서울 이촌역,쥬베룩,"390,000원"
피부,나인피부과-강남점,서울 신논현역,NEW런칭 라라필,"64,900원"
피부,데일리즈의원,경기 정발산역,통증 적은 리쥬란힐러,"198,000원"
피부,연세코스모의원,경기 광명사거리역,티 거의 안나게 예뻐지는 울트라콜 눈밑꺼짐 교정,"429,000원"
피부,골든디아망성형외과의원,서울 압구정로데오역,리쥬란 힐링 이벤트,"700,000원"
피부,성수멜팅의원,서울 성수역,홍조탈출 MERZ 리바이브,"770,000원"
피부,더프라이드성형외과의원,서울 압구정역,"더프라이드 리쥬란아이_스킨부스터, 주름, 다크서클, 눈밑꺼짐","132,000원"
피부,닥터스피부과의원-대구점,대구 범어역,"IBEX 고압산소치료_시,수술후 회복 솔루션_닥터스피부과 대구","110,000원"
피부,휴먼피부과의원-평택점,경기 평택역,휴먼 평택_콜라겐 생성 볼륨 스컬트라,"590,000원"
피부,아비쥬의원-강남점,서울 강남역,아비쥬첫방문 - 쥬베룩 1cc,"53,900원"
피부,노블클래식의원-분당점,경기 야탑역,노블 시그니처 손주사 리쥬란힐러 - 분당 성남 판교 야탑 리쥬란 힐러 HB,"297,000원"
피부,루미의원,서울 삼전역,얼굴 목 주름 개선 울트라콜 1vial,"440,000원"
피부,클림의원-명동점,서울 명동역,클림 포텐자,"319,000원"
피부,셀레스티얼의원,서울 삼성역,골드PTT,"275,000원"
피부,셀리닉의원,서울 청담역,셀리닉 리쥬란,"550,000원"
피부,고운의원,경기 춘의역,핫한 리쥬란 풀페이스,"352,000원"
피부,봄빛의원,서울 이촌역,콜라겐 주사,"275,000원"
피부,동탄엔케이의원,경기,엘라비에 리투오,"623,000원"
피부,타토아의원-위례점,경기 복정역,위례 타토아 피코토닝,"132,000원"
피부,드림페이스의원,서울 홍대입구역,홍대 정품정량 리쥬란힐러,"219,000원"
피부,광주엘츠의원,광주 상무역,광주_색소치료 명품레이저 피코슈어 피코토닝,"97,900원"
